series	lower_endpoint_barrier_ev	lower_endpoint_barrier_mev	absolute_error_ev	absolute_error_mev	maximum_image	maximum_qpt_ang	lower_endpoint_image
DFT	0.0360720938929262	36.0720938929262	0	0	5	-0.0001802773458876583	9
basin	0.0008263598228950286	0.8263598228950286	0.03524573407003118	35.24573407003118	2	-0.3880116402035043	9
targeted	0.03197170028897744	31.97170028897744	0.00410039360394876	4.10039360394876	5	-0.0001802773458876583	9
